id,time,thing_id,location_id
138,2023-03-03 14:05:11,137,146
139,2023-11-15 12:11:18,146,20
140,2023-10-03 11:41:25,169,174
141,2023-08-18 21:13:27,200,123
142,2023-07-30 10:55:34,150,13
143,2023-01-07 01:00:21,5,190
144,2023-09-26 16:37:34,63,162
145,2023-04-25 00:00:38,176,116
146,2023-12-08 17:19:18,21,39
147,2023-03-05 00:15:34,63,14
148,2023-10-27 11:03:22,181,3
149,2023-05-15 06:09:13,15,25
150,2023-02-10 13:06:47,7,195
151,2023-10-14 12:52:52,24,60
152,2023-02-08 23:53:33,73,33
153,2023-02-16 11:31:34,179,129
154,2023-09-09 04:51:41,27,18
155,2023-11-21 11:17:30,6,100
156,2023-11-21 18:57:47,13,138
157,2023-03-05 19:10:56,12,32
158,2023-04-08 00:44:13,186,69
159,2023-08-01 11:53:05,161,20
160,2023-03-23 17:21:39,94,32
161,2023-12-28 20:01:17,49,38
162,2023-11-23 02:20:37,171,88
163,2023-07-22 11:53:00,94,18
164,2023-09-01 12:01:47,122,5
165,2023-05-06 09:20:05,34,143
166,2023-07-16 07:31:20,49,106
167,2023-07-18 08:30:14,2,188
168,2023-02-28 08:14:19,55,113
169,2023-05-13 09:04:54,112,16
170,2023-12-14 17:47:57,193,118
171,2023-11-17 15:34:25,196,184
172,2023-02-09 07:06:54,104,129
173,2023-10-20 03:28:10,58,187
174,2023-05-30 20:17:40,109,156
175,2023-05-12 15:57:29,45,130
176,2023-06-28 12:01:37,6,17
177,2023-11-26 07:35:59,91,20
178,2023-02-17 23:35:48,143,130
179,2023-10-10 22:45:30,155,131
180,2023-06-12 11:41:06,83,79
181,2023-04-29 03:27:18,196,59
182,2023-10-27 23:19:29,48,132
183,2023-05-30 23:10:13,118,96
184,2023-01-23 05:40:03,151,173
185,2023-04-13 06:17:26,123,5
186,2023-07-27 14:47:21,186,1
187,2023-04-08 18:04:15,167,44
188,2023-04-15 22:19:15,161,91
189,2023-08-15 19:04:41,124,103
190,2023-02-22 06:55:50,74,25
191,2023-01-26 02:36:28,160,84
192,2023-10-16 21:12:49,86,82
193,2023-08-30 03:31:23,52,115
194,2023-05-06 04:36:35,54,54
195,2023-06-04 13:43:25,71,6
196,2023-11-18 05:09:16,182,35
197,2023-06-25 18:36:23,75,37
198,2023-11-07 10:15:54,32,92
199,2023-05-24 00:55:37,149,83
200,2023-09-22 12:02:51,99,106
